timestamp,lat,lon,alt,velocity_north,velocity_east,velocity_down,roll,pitch,yaw,speed_mps,speed_kph,acc_north,acc_east,acc_mag,yaw_rate,harsh_brake,harsh_accel,harsh_turn,speeding,risky,heading,heading_change,sharp_turn
1970-01-18 21:45:31.010502681,51.762042,-1.262751,65.176138,-0.002641,-0.009348,0.002886,-0.048323,-0.019216,2.670241,0.009713906783575803,0.034970064420872894,0.0,0.0,0.0,0.0,0,0,0,0,0,2.670241,0.0,0
1970-01-18 21:45:31.010702733,51.762042,-1.262751,65.178802,-0.00341,-0.010873,0.002329,-0.048396,-0.019207,2.670274,0.011395184465378348,0.04102266407536205,-3.8440005598544364,-7.62301801531602,8.53737336456558,0.1649571111519594,1,0,0,0,1,2.670274,3.300000000017178e-05,0
1970-01-18 21:45:31.010902785,51.762042,-1.262751,65.178116,-0.003529,-0.010093,0.003672,-0.048327,-0.019215,2.67026,0.010692169564686112,0.038491810432870005,-0.5948453402115459,3.8989862635714774,3.944101274345077,-0.06998180473167244,0,0,0,0,0,2.67026,1.4000000000180535e-05,0
1970-01-18 21:45:31.011102837,51.762042,-1.262751,65.17734,-0.00412,-0.009861,0.003845,-0.04836,-0.019211,2.670241,0.010687081968432731,0.038473495086357834,-2.9542318997060786,1.159698478395615,3.173702361286277,-0.09497530642028697,0,0,0,0,0,2.670241,1.8999999999991246e-05,0
1970-01-18 21:45:31.011302890,51.762041,-1.262751,65.176648,-0.004284,-0.011291,0.003102,-0.04832,-0.019203,2.670245,0.012076395861348701,0.043475025100855325,-0.8197827575692402,-7.14810575197573,7.1949607094852395,0.019994701404702865,0,0,0,0,0,2.670245,4.000000000115023e-06,0
1970-01-18 21:45:31.011502942,51.762041,-1.262751,65.176092,-0.003945,-0.011278,0.002627,-0.048354,-0.019206,2.670267,0.011948067165864109,0.04301304179711079,1.694559414552216,0.06498310439286215,1.6958049455359197,0.10997140743389965,0,0,0,0,0,2.670267,2.199999999996649e-05,0
1970-01-18 21:45:31.011702994,51.762042,-1.262751,65.177908,-0.003921,-0.01026,0.002149,-0.048328,-0.019198,2.670251,0.010983707980459058,0.03954134872965261,0.11996880810989001,5.088676943994561,5.090090918172399,-0.07997920540667428,0,0,0,0,0,2.670251,1.6000000000016e-05,0
1970-01-18 21:45:31.011902238,51.762042,-1.262751,65.177564,-0.003997,-0.009801,0.001768,-0.048347,-0.019202,2.670237,0.01058468752491069,0.03810487508967848,-0.38144185019373067,2.303708016301617,2.335073555469195,-0.07026560398173318,0,0,0,0,0,2.670237,1.3999999999736445e-05,0
1970-01-18 21:45:31.012102234,51.762042,-1.262751,65.177257,-0.005023,-0.010282,0.000459,-0.048338,-0.01922,2.67024,0.011443340989413887,0.041196027561889996,-5.130102602052041,-2.4050481009620133,5.665881138492239,0.01500030000587634,1,0,0,0,1,2.67024,2.9999999999752447e-06,0
1970-01-18 21:45:31.012302286,51.762041,-1.262751,65.177046,-0.005988,-0.011037,0.000999,-0.048339,-0.019198,2.670251,0.012556731780204593,0.04520423440873654,-4.823745826085221,-3.7740187551236706,6.124682959851866,0.05498570371583989,1,0,0,0,1,2.670251,1.09999999997612e-05,0
1970-01-18 21:45:31.012502338,51.762041,-1.262751,65.176816,-0.005486,-0.011284,0.001388,-0.04835,-0.019205,2.670256,0.01254690607281333,0.04516886186212799,2.509347569631895,-1.2346789834643028,2.796651107561675,0.024993501690834388,0,0,0,0,0,2.670256,5.000000000254801e-06,0
